commodity_code,goods_and_use_description,parent_and_commodity_description,usage_statements,commodity_description,standardised_commodity_code
0302520010,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302 91 to 0302 99
Haddock (Melanogrammus aeglefinus)
With heads off, gilled and gutted, for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks
For human consumption","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302 91 to 0302 99
Haddock (Melanogrammus aeglefinus)
With heads off, gilled and gutted, for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks
For human consumption",empty_cell,For human consumption,0302520010
0302591010,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302 91 to 0302 99
Other
Polar cod (Boreogadus saida)
For processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks
For human consumption","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302 91 to 0302 99
Other
Polar cod (Boreogadus saida)
For processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks
For human consumption",empty_cell,For human consumption,0302591010
0302892100,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Other fish, excluding edible fish offal of subheadings 0302 91 to 0302 99
Other
Other
Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis) mentioned in subheading 0302 33 and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0302 49
For the industrial manufacture of products of heading 1604","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304
Other fish, excluding edible fish offal of subheadings 0302 91 to 0302 99
Other
Other
Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis) mentioned in subheading 0302 33 and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0302 49
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0302892100
0303411000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Albacore or longfinned tuna (Thunnus alalunga)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Albacore or longfinned tuna (Thunnus alalunga)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303411000
0303422000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Yellowfin tuna (Thunnus albacares)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Yellowfin tuna (Thunnus albacares)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303422000
0303431000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Skipjack or stripe-bellied bonito
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Skipjack or stripe-bellied bonito
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303431000
0303441000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Bigeye tuna (Thunnus obesus)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Bigeye tuna (Thunnus obesus)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303441000
0303451200,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)
Atlantic bluefin tuna (Thunnus thynnus)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)
Atlantic bluefin tuna (Thunnus thynnus)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303451200
0303459100,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)
Pacific bluefin tuna (Thunnus orientalis)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)
Pacific bluefin tuna (Thunnus orientalis)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303459100
0303461000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Southern bluefin tuna (Thunnus maccoyii)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Southern bluefin tuna (Thunnus maccoyii)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303461000
0303492000,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Other
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303 91 to 0303 99
Other
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303492000
0303510020,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303 91 to 0303 99
Herrings (Clupea harengus, Clupea pallasii)
Other, for industrial manufacture","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303 91 to 0303 99
Herrings (Clupea harengus, Clupea pallasii)
Other, for industrial manufacture",empty_cell,"Other, for industrial manufacture",0303510020
0303592100,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303 91 to 0303 99
Other
Kawakawa (Euthynnus affinis)
For the industrial manufacture of products of heading 1604","Fish, frozen, excluding fish fillets and other fish meat of heading 0304
Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303 91 to 0303 99
Other
Kawakawa (Euthynnus affinis)
For the industrial manufacture of products of heading 1604",empty_cell,For the industrial manufacture of products of heading 1604,0303592100
